30	0.000037
31	0.000054
32	0.000075
33	0.000107
34	0.000151
35	0.000215
36	0.000304
37	0.000419
38	0.000593
39	0.000770
40	0.000978
41	0.001226
42	0.001523
43	0.001883
44	0.002333
45	0.002858
46	0.003465
47	0.004155
48	0.004948
49	0.005741
50	0.006461
51	0.007134
52	0.007799
53	0.008522
54	0.009333
55	0.010222
56	0.011241
57	0.012267
58	0.013218
59	0.014041
60	0.014683
61	0.015121
62	0.015615
63	0.016061
64	0.016878
65	0.017264
66	0.017716
67	0.018213
68	0.018743
69	0.019210
70	0.019257
71	0.018962
72	0.018807
73	0.018599
74	0.018369
75	0.018258
76	0.018155
77	0.018001
78	0.017962
79	0.017836
80	0.017580
81	0.016997
82	0.016377
83	0.015893
84	0.015455
85	0.015038
86	0.014778
87	0.014268
88	0.014264
89	0.013738
90	0.013382
91	0.012924
92	0.012394
93	0.012093
94	0.011658
95	0.011199
96	0.010836
97	0.010489
98	0.010212
99	0.009932
100	0.009659
101	0.009260
102	0.008910
103	0.008530
104	0.008195
105	0.007863
106	0.007596
107	0.007341
108	0.007105
109	0.006879
110	0.006659
111	0.006418
112	0.006154
113	0.005890
114	0.005631
115	0.005391
116	0.005185
117	0.004994
118	0.004827
119	0.004674
120	0.004519
121	0.004344
122	0.004173
123	0.003994
124	0.003829
125	0.003677
126	0.003535
127	0.003403
128	0.003262
129	0.003139
130	0.003026
131	0.002915
132	0.002805
133	0.002688
134	0.002575
135	0.002467
136	0.002369
137	0.002273
138	0.002187
139	0.002112
140	0.002026
141	0.001949
142	0.001874
143	0.001795
144	0.001736
145	0.001655
146	0.001589
147	0.001532
148	0.001470
149	0.001424
150	0.001369
151	0.001305
152	0.001256
153	0.001208
154	0.001160
155	0.001117
156	0.001073
157	0.001019
158	0.000984
159	0.000954
160	0.000919
161	0.000878
162	0.000846
163	0.000820
164	0.000790
165	0.000759
166	0.000734
167	0.000704
168	0.000683
169	0.000661
170	0.000639
171	0.000617
172	0.000595
173	0.000575
174	0.000554
175	0.000534
176	0.000514
177	0.000500
178	0.000484
179	0.000466
180	0.000454
181	0.000432
182	0.000418
183	0.000405
184	0.000393
185	0.000381
